date,author,title,format,url,tags,raw
"2026-04-01","Ahmed Askary","Riding the Tiger","essay","https://kasurian.com/p/riding-the-tiger","islam;modernity;philosophy;evola","Riding the Tiger, Kasurian"
"2026-04-01","Debashis Chatterjee","Bayesian Linear Programming under Learned Uncertainty: Posterior Feasibility Guarantees, Scenario Certification, and Applications","essay","https://arxiv.org/abs/2603.05885","statistics;optimization;bayesian;operations-research","Bayesian Linear Programming under Learned Uncertainty: Posterior Feasibility Guarantees, Scenario Certification, and Applications"
"2026-04-01","Gah-Yi Ban and Cynthia Rudin","The Big Data Newsvendor: Practical Insights from Machine Learning","essay","https://pubsonline.informs.org/doi/10.1287/opre.2018.1757","statistics;machine-learning;operations-research;inventory","The Big Data Newsvendor: Practical Insights from Machine Learning Analysis"
"2026-04-01","Adam N. Elmachtoub and Paul Grigas","Smart ""Predict, then Optimize""","essay","https://arxiv.org/abs/1710.08005","optimization;machine-learning;operations-research","Smart ""Predict, then Optimize"""
"2026-04-01","Dimitris Bertsimas and Nathan Kallus","From Predictive to Prescriptive Analytics","essay","https://arxiv.org/abs/1402.5481","optimization;machine-learning;statistics;operations-research","From Predictive to Prescriptive Analytics"
"2026-04-15","Scroll Adda","Why Indians have stopped reading","youtube","https://www.youtube.com/watch?v=bHdUu65x8UM","india;reading;publishing;culture","https://www.youtube.com/watch?v=bHdUu65x8UM"
"2026-04-15","Spencer Chang","chinese creativity (a visit to china pt.3)","essay","https://news.spencer.place/p/chinese-creativity-a-visit-to-china","china;travel;creativity;culture","chinese creativity (a visit to china pt.3) https://news.spencer.place/p/chinese-creativity-a-visit-to-china"
"2026-04-15","Spencer Chang","chinese period of my life (a visit to China pt.1)","essay","https://news.spencer.place/p/chinese-period-of-my-life-a-visit","china;travel;business;culture","chinese period of my life (a visit to China pt.1)"
"2026-04-15","Spencer Chang","the chinese internet (a visit to china pt.2)","essay","https://news.spencer.place/p/the-chinese-internet","china;internet;technology;culture","the chinese internet (a visit to china pt.2)"
"2026-04-15","Viola Zhou","Stressed young people in China are tapping digital wooden fish","essay","https://restofworld.org/2024/divinity-apps-wooden-fish/","china;religion;technology;mental-health","Book of apps https://restofworld.org/2024/divinity-apps-wooden-fish/"
"2026-04-15","Asmer Asrar Safi","Representations of the Dissident: Reading Sharjeel Imam in Pakistan","essay","https://thepolisproject.com/read/reading-sharjeel-imam-in-pakistan/","pakistan;india;politics;dissent","Representations of the Dissident: Reading Sharjeel Imam in Pakistan"
"2026-04-15","Robert Irwin","The Best Classics of Arabic Literature","essay","https://fivebooks.com/best-books/classics-of-arabic-literature-robert-irwin/","arabic-literature;history;middle-east;translation","https://fivebooks.com/best-books/classics-of-arabic-literature-robert-irwin/"
"2026-05-27","Neil Postman","Technopoly: The Surrender of Culture to Technology (ch. Scientism)","book","https://www.goodreads.com/book/show/79678.Technopoly","technology;philosophy;science;media-criticism","Technopoly, Scientism"
"2026-05-27","Jonathan Lynn","My Cousin Vinny","movie","https://www.imdb.com/title/tt0104952/","courtroom-drama;comedy;film","My Cousin Vinny"
"2026-05-27","Dibakar Banerjee","Oye Lucky! Lucky Oye!","movie","https://www.imdb.com/title/tt1292703/","hindi-cinema;crime-comedy;bollywood","Oye Lucky"
"2026-05-27","Pratinav Anil","Indira is India","essay","https://www.lrb.co.uk/the-paper/v48/n07/pratinav-anil/indira-is-india","india;indira-gandhi;history;politics","https://www.lrb.co.uk/the-paper/v48/n07/pratinav-anil/indira-is-india"
"2026-05-27","Joshua Pien","Reconstructing the relationship between Hindi-Urdu and Dakani: a diachronic dialectological approach","essay","https://www.degruyterbrill.com/document/doi/10.1515/jsall-2025-0006/html","linguistics;urdu-hindi;historical-linguistics;dakani","Reconstructing the relationship between Hindi-Urdu and Dakani: a diachronic approach by Joshua Pien"
"2026-05-27","NewsClick","Beyond Remembrance: Examining Muslim Lives in Pre-Partition East Punjab","essay","https://www.newsclick.in/beyond-remembrance-examining-muslim-lives-pre-Partition-east-punjab","partition;punjab;history;religion","Beyond Remembrance: Examining Muslim Lives in Pre-Partition East Punjab"
"2026-05-27","Jashn-e-Rekhta","Urdu Makes Lyrics Feel Real feat. Swanand Kirkire & Varun Grover","youtube","https://www.youtube.com/watch?v=Au72LFngUZc","urdu;linguistics;poetry;bollywood","https://www.youtube.com/watch?v=Au72LFngUZc"
"2026-05-27","Jaspreet Singh Boparai","Classical Culture in British India, Part I: The Bengal 'Renaissance'","essay","https://antigonejournal.com/2023/02/classical-culture-british-india-i/","bengal;history;classics;colonialism","CLASSICAL CULTURE IN BRITISH INDIA, PART I: THE BENGAL 'RENAISSANCE' Jaspreet Singh Boparai, Antigone"
"2026-05-27","Satyajit Ray","Charulata","movie","https://www.imdb.com/title/tt0057935/","bengali-cinema;satyajit-ray;drama","Charulata"
"2026-05-27","Ali Khamraev","Without Fear","movie","https://www.imdb.com/title/tt0171101/","uzbekistan;soviet-cinema;central-asia","Without Fear, Ali Khamraev"
"2026-05-27","George Orwell","Down and Out in Paris and London","book","https://www.goodreads.com/book/show/17118897-down-and-out-in-paris-and-london","memoir;poverty;nonfiction","Down and Out in Paris and London"
"2026-05-27","Anand Gopal","Days of Love and Rage: A Story of Ordinary People Forging a Revolution","book","https://www.goodreads.com/en/book/show/240714533-days-of-love-and-rage","syria;revolution;middle-east;war","Days of Love and Rage"
"2026-05-27","TheRedMike","Iran ke logon ka ghar, khana aur bahut saari baatein","youtube","https://www.youtube.com/watch?v=3Pw0K9-KzRM","iran;culture;travel;food","https://www.youtube.com/watch?v=3Pw0K9-KzRM"
"2026-05-27","Mihir Dalal","Arun Shourie's services as prophet of Modi's India","essay","https://www.himalmag.com/arun-shouries-services-as-prophet-of-modis-india/","india;hindutva;modi;politics","Arun Shourie's services as prophet of Modi's India"
"2026-05-27","Sekhar Bandyopadhyay","Does Caste Matter in Bengal? Examining the Myth of Bengali Exceptionalism","essay","https://www.taylorfrancis.com/chapters/edit/10.4324/9781315819112-3/caste-matter-bengal-examining-myth-bengali-exceptionalism-sekhar-bandyopadhyay","bengal;caste;history;sociology","The Myth of Bengali Exceptionalism"
"2026-05-27","Past and Future Present(s) (blog)","Eid, Calcutta, 1900 (Through Arab Eyes)","essay","http://pastandfuturepresents.blogspot.com/2017/06/eid-calcutta-1900-through-arab-eyes.html","colonial-india;islam;calcutta;history","EID, CALCUTTA, 1900 (THROUGH ARAB EYES)"
"2026-05-27","Scott S. Reese","Imperial Muslims: Islam, Community and Authority in the Indian Ocean, 1839-1937","book","https://www.goodreads.com/book/show/35341044-imperial-muslims","islam;indian-ocean;empire;history","imperial muslims"
"2026-05-27","Kamil Galeev","The Wisdom of Vladimir Lenin","essay","https://kamilkazani.substack.com/p/the-wisdom-of-vladimir-lenin","russia;lenin;political-history","Kamil Galee.v the wisdom of lenin"
"2026-05-27","Kenneth W. Jones","Arya Dharm: Hindu Consciousness in 19th-Century Punjab","book","https://www.goodreads.com/book/show/12472611-arya-dharm","punjab;hinduism;colonial-india;history","Kenneth Jones Arya Dharm"
"2026-05-27","Nick Ashdown","Equality as Demotion","essay","https://kulturkampftr.substack.com/p/equality-as-demotion","turkey;class;europe;politics","Equality as Demotion; For Turkey's professional class, Europe's flat hierarchies feel like a loss Nick Ashdown"
"2026-05-27","Jocelyne Saab","The Beirut Trilogy","movie","https://mspfilm.org/show/the-beirut-trilogy/","lebanon;beirut;documentary;civil-war","Beirut trilogy, ghazal al banat"
"2026-05-27","Anwar Wagdi","Ghazal Al Banat (The Flirtation of Girls)","movie","https://www.imdb.com/title/tt0184512/","egypt;egyptian-cinema;classic-film","Beirut trilogy, ghazal al banat"
"2026-05-27","Omid Iranikhah","Farsi with Maman","movie","https://www.imdb.com/title/tt35674189/","iran;persian-language;diaspora;short-film","farsi with maman"
"2026-05-27","Charles Yang","Warren Weaver and New Science Instruments","essay","https://republicofscience.substack.com/p/warren-weaver-and-new-science-instruments","science-history;molecular-biology;philanthropy","Warren Weaver and New Science Instruments, charles yang republic of science"
"2026-05-27","Tom Stoppard","Rosencrantz and Guildenstern Are Dead","book","https://www.goodreads.com/book/show/18545.Rosencrantz_and_Guildenstern_Are_Dead","drama;absurdist;theatre","rosencratz and guildenstern are dead"
"2026-05-27","Mukul Kesavan","The Nation State and Modern Sport","essay","https://www.theindiaforum.in/article/nation-state-and-modern-sport","nationalism;sports;history","mukul kesavan: growing up in delhi,  the nation state and modern sport, Urdu Awadh and the Twain"
"2026-05-27","Mukul Kesavan","Urdu, Awadh and the Tawaif: The Islamicate Roots of Hindi Cinema","essay","https://www.semanticscholar.org/paper/Urdu,-Awadh-and-the-Tawaif:-the-Islamicate-roots-of-Kesavan/f7b26e4ad4f77dead824d0bd36bba408aeba2734","urdu;hindi-cinema;linguistics;bollywood","mukul kesavan: growing up in delhi,  the nation state and modern sport, Urdu Awadh and the Twain"
"2026-05-27","Manu Joseph","How Yoga Became the Art of Doing Very Little","essay","https://manujoseph.substack.com/p/how-yoga-became-the-art-of-doing","yoga;india;culture","manu joseph: how yoga became the art of doing very little, Why the ancient Brahmins of Kerala converted to Christianity"
"2026-05-27","Manu Joseph","Why the Ancient Brahmins of Kerala Converted to Christianity","essay","https://manujoseph.substack.com/p/why-the-ancient-brahmins-of-kerala","kerala;christianity;caste;religion","manu joseph: how yoga became the art of doing very little, Why the ancient Brahmins of Kerala converted to Christianity"
"2026-05-27","Krithika Varagur","The World of Aramco","essay","https://www.theparisreview.org/blog/2026/04/03/the-world-of-aramco/","saudi-arabia;oil;media;middle-east","the world of aramco, Krithika Varagur"
"2026-05-27","Edwin Nasr","Laughter Was Our Inheritance: A Beirut Diary","essay","https://bidoun.org/articles/Edwin-Nasr","lebanon;beirut;memoir;civil-war","Laughter Was Our Inheritance, A Beirut Diary Edwin Nasr"
"2026-05-27","Asma Khan","Chef's Table: Asma Khan (Darjeeling Express)","movie","https://www.imdb.com/title/tt9675420/","india;cooking;restaurant;documentary","darjeeling express"
"2026-05-27","Rose Horowitch","The End of Reading Is Here","essay","https://www.theatlantic.com/magazine/2026/08/reading-crisis-postliterate-age/687618/","reading;literacy;culture;technology","The End of Reading Is Here"
"2026-05-27","Julia Moskin","Why Are Berries Everywhere, in Every Season? Driscoll's.","essay","https://www.nytimes.com/2026/07/07/dining/driscolls-berries.html","agriculture;food-industry;journalism","Why Are Berries Everywhere, in Every Season? Driscoll's"
"2026-05-27","Claire Suddath","How Vandy Bested the Ivies","essay","https://nymag.com/intelligencer/article/vanderbilt-university-ivy-league-neutrality-prestige.html","higher-education;ivy-league;universities","How Vandy Bested the Ivies"
"2026-05-27","Oliver Kim","A Brief Deep History of Literacy","essay","https://www.global-developments.org/p/a-brief-deep-history-of-literacy","history;literacy;economic-development","A Brief Deep History of Literacy, Oliver Kim‏"
"2026-05-27","Selim Koru","Turkey's Last Coup: What I Saw in Ankara","essay","https://warontherocks.com/2016/07/turkeys-last-coup-what-i-saw-in-ankara/","turkey;politics;coup;military","Turkey's Last Coup: What I Saw in Ankara, Selim Koru"
"2026-05-27","Kevin Hartnett","Sometimes Being First Means Seeing the End Before Anyone Else","essay","https://www.quantamagazine.org/jacob-tsimerman-wins-2026-fields-medal-for-andre-oort-conjecture-proof-20260723/","mathematics;fields-medal;profile","https://www.quantamagazine.org/jacob-tsimerman-wins-2026-fields-medal-for-andre-oort-conjecture-proof-20260723/"
"2026-05-27","Girish Karnad","India's Culture in Motion: Tradition and Change in the Arts","book","https://www.abebooks.com/9789068322828/Indias-Cuture-Motion-Traditons-change-9068322826/plp","india;theatre;south-asian-history;culture","Girish Karnad: India's Culture in Motion: Tradition and Change in the Arts"
"2026-05-27","Jean-Marc Schlenker","The prestige and status of research fields within mathematics","essay","https://arxiv.org/abs/2008.13244","mathematics;academia;sociology-of-science","The prestige and status of research fields within mathematics, Jean Marc Schlenker"
"2026-05-27","Harun Attar","The Mosque on Church Street","essay","https://traversingtradition.com/2026/01/14/the-mosque-on-the-church-street/","islam;diaspora;muslim-community","The Mosque on Church Street, Harun Attar‏"
